Energy,s,py,pz,px,dxy,dyz,dz2,dxz,dx2,fy3x2,fxyz,fyz2,fz3,fxz2,fzx2,fx3,tot
-40.25907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-40.23507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-40.21107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-40.18707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-40.16307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-40.13907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-40.11507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-40.09107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-40.06707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-40.04307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-40.01907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.99507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.97107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.94707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.92307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.89907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.87507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.85107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.82707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.80307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.77907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.75507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.73107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.70707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.68307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.65907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.63507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.61107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.58707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.56307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.53907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.51507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.49107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.46707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.44307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.41907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.39507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.37207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.34807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.32407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.30007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.27607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.25207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.22807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.20407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.18007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.15607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.13207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.10807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.08407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.06007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.03607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.01207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.98807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.96407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.94007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.91607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.89207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.86807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.84407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.82007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.79607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.77207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.74807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.72407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.70007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.67607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.65207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.62807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.60407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.58007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.55607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.53207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-38.50807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
